date,port,species,weight_kg,price_per_kg_usd
2025-02-08,Roseau,kingfish,72.5,11.27
2025-02-08,Roseau,mahi mahi,62.9,12.63
2025-02-08,Roseau,lionfish,17.2,5.7
2025-02-08,Roseau,tuna,102.4,12.85
2025-02-08,Saint John's,snapper,87.2,8.78
2025-02-08,Saint John's,lobster,42.4,30.61
2025-02-08,Saint John's,kingfish,58.9,10.61
2025-02-08,Saint John's,mahi mahi,73.5,13.57
2025-02-08,Saint John's,lionfish,10.9,7.24
2025-02-08,Saint John's,tuna,140.5,15.63
2025-02-09,Castries,snapper,94.9,8.95
2025-02-09,Castries,lobster,27.3,30.62
2025-02-09,Castries,kingfish,46.4,9.18
2025-02-09,Castries,mahi mahi,93.2,10.84
2025-02-09,Castries,lionfish,16.9,6.01
2025-02-09,Castries,tuna,86.4,13.74
2025-02-09,Soufriere,snapper,76.3,10.65
2025-02-09,Soufriere,lobster,25.6,29.75
2025-02-09,Soufriere,kingfish,67.5,11.37
2025-02-09,Soufriere,mahi mahi,72.3,11.29
2025-02-09,Soufriere,lionfish,14.1,5.24
2025-02-09,Soufriere,tuna,99.8,14.55
2025-02-09,Kingstown,snapper,69.7,10.08
2025-02-09,Kingstown,lobster,37.3,27.9
2025-02-09,Kingstown,kingfish,62.6,11.92
2025-02-09,Kingstown,mahi mahi,80.0,12.66
2025-02-09,Kingstown,lionfish,10.7,6.62
2025-02-09,Kingstown,tuna,170.0,14.33
2025-02-09,Saint George's,snapper,110.1,8.26
2025-02-09,Saint George's,lobster,34.3,29.53
2025-02-09,Saint George's,kingfish,47.7,10.3
2025-02-09,Saint George's,mahi mahi,84.5,12.37
2025-02-09,Saint George's,lionfish,9.0,6.7
2025-02-09,Saint George's,tuna,82.5,16.28
2025-02-09,Roseau,snapper,95.9,7.93
2025-02-09,Roseau,lobster,15.8,29.23
2025-02-09,Roseau,kingfish,45.0,11.93
2025-02-09,Roseau,mahi mahi,48.0,11.43
2025-02-09,Roseau,lionfish,10.8,4.28
2025-02-09,Roseau,tuna,121.3,11.77
2025-02-09,Saint John's,snapper,94.8,11.12
2025-02-09,Saint John's,lobster,42.6,30.99
2025-02-09,Saint John's,kingfish,67.9,8.82
2025-02-09,Saint John's,mahi mahi,77.8,12.9
2025-02-09,Saint John's,lionfish,9.1,6.61
2025-02-09,Saint John's,tuna,99.0,14.6
2025-02-10,Castries,snapper,71.1,9.49
2025-02-10,Castries,lobster,33.3,30.9
2025-02-10,Castries,kingfish,61.5,12.42
2025-02-10,Castries,mahi mahi,42.6,10.48
2025-02-10,Castries,lionfish,14.1,5.5
2025-02-10,Castries,tuna,111.7,13.42
2025-02-10,Soufriere,snapper,84.1,9.86
2025-02-10,Soufriere,lobster,47.6,30.64
2025-02-10,Soufriere,kingfish,49.8,10.43
2025-02-10,Soufriere,mahi mahi,70.7,12.21
2025-02-10,Soufriere,lionfish,16.8,5.58
2025-02-10,Soufriere,tuna,117.4,13.8
2025-02-10,Kingstown,snapper,109.3,10.25
2025-02-10,Kingstown,lobster,27.6,29.5
2025-02-10,Kingstown,kingfish,51.7,9.73
2025-02-10,Kingstown,mahi mahi,78.5,12.56
2025-02-10,Kingstown,lionfish,12.5,4.58
2025-02-10,Kingstown,tuna,100.7,15.55
2025-02-10,Saint George's,snapper,99.8,7.98
2025-02-10,Saint George's,lobster,21.1,30.4
2025-02-10,Saint George's,kingfish,30.8,11.39
2025-02-10,Saint George's,mahi mahi,74.9,10.71
2025-02-10,Saint George's,lionfish,5.5,6.18
2025-02-10,Saint George's,tuna,93.1,14.68
2025-02-10,Roseau,snapper,88.1,10.06
2025-02-10,Roseau,lobster,31.6,29.18
2025-02-10,Roseau,kingfish,54.1,13.12
2025-02-10,Roseau,mahi mahi,34.4,12.32
2025-02-10,Roseau,lionfish,13.0,5.16
2025-02-10,Roseau,tuna,96.6,12.81
2025-02-10,Saint John's,snapper,82.4,8.79
2025-02-10,Saint John's,lobster,37.2,31.12
2025-02-10,Saint John's,kingfish,59.4,10.79
2025-02-10,Saint John's,mahi mahi,84.8,10.28
2025-02-10,Saint John's,lionfish,12.2,4.45
2025-02-10,Saint John's,tuna,78.7,14.52
2025-02-11,Castries,snapper,60.2,8.02
2025-02-11,Castries,lobster,24.7,31.48
2025-02-11,Castries,kingfish,58.8,11.0
2025-02-11,Castries,mahi mahi,79.1,11.76
2025-02-11,Castries,lionfish,8.5,5.75
2025-02-11,Castries,tuna,51.0,13.17
2025-02-11,Soufriere,snapper,86.0,8.89
2025-02-11,Soufriere,lobster,29.6,31.36
2025-02-11,Soufriere,kingfish,48.9,12.65
2025-02-11,Soufriere,mahi mahi,51.7,12.65
2025-02-11,Soufriere,lionfish,13.2,7.04
2025-02-11,Soufriere,tuna,153.9,12.95
2025-02-11,Kingstown,snapper,82.1,10.36
2025-02-11,Kingstown,lobster,30.6,30.72
2025-02-11,Kingstown,kingfish,80.3,9.98
2025-02-11,Kingstown,mahi mahi,69.0,11.2
2025-02-11,Kingstown,lionfish,13.7,7.18
2025-02-11,Kingstown,tuna,106.0,13.51
2025-02-11,Saint George's,snapper,123.9,9.81
2025-02-11,Saint George's,lobster,29.4,28.4
2025-02-11,Saint George's,kingfish,81.8,9.53
2025-02-11,Saint George's,mahi mahi,74.4,12.59
2025-02-11,Saint George's,lionfish,14.1,6.1
2025-02-11,Saint George's,tuna,126.9,13.31
2025-02-11,Roseau,snapper,86.7,10.18
2025-02-11,Roseau,lobster,45.2,28.96
2025-02-11,Roseau,kingfish,82.1,11.47
2025-02-11,Roseau,mahi mahi,60.4,12.42
2025-02-11,Roseau,lionfish,11.4,4.56
2025-02-11,Roseau,tuna,105.5,15.22
2025-02-11,Saint John's,snapper,53.4,9.5
2025-02-11,Saint John's,lobster,39.8,31.6
2025-02-11,Saint John's,kingfish,33.5,11.37
2025-02-11,Saint John's,mahi mahi,70.9,11.31
2025-02-11,Saint John's,lionfish,13.4,5.58
2025-02-11,Saint John's,tuna,127.5,13.58
2025-02-12,Castries,snapper,83.7,7.0
2025-02-12,Castries,lobster,28.8,31.12
2025-02-12,Castries,kingfish,56.3,10.31
2025-02-12,Castries,mahi mahi,72.0,12.34
2025-02-12,Castries,lionfish,9.9,5.23
2025-02-12,Castries,tuna,123.2,13.85
2025-02-12,Soufriere,snapper,66.7,8.98
2025-02-12,Soufriere,lobster,17.5,29.29
2025-02-12,Soufriere,kingfish,60.4,10.64
2025-02-12,Soufriere,mahi mahi,87.2,10.11
2025-02-12,Soufriere,lionfish,8.5,5.27
2025-02-12,Soufriere,tuna,124.0,16.13
2025-02-12,Kingstown,snapper,92.5,9.12
2025-02-12,Kingstown,lobster,27.1,29.86
2025-02-12,Kingstown,kingfish,46.4,10.92
2025-02-12,Kingstown,mahi mahi,67.1,12.17
2025-02-12,Kingstown,lionfish,12.4,7.25
2025-02-12,Kingstown,tuna,150.1,13.5
2025-02-12,Saint George's,snapper,81.5,9.09
2025-02-12,Saint George's,lobster,44.3,28.72
2025-02-12,Saint George's,kingfish,70.5,10.43
2025-02-12,Saint George's,mahi mahi,52.2,10.9
2025-02-12,Saint George's,lionfish,14.4,6.86
2025-02-12,Saint George's,tuna,119.2,15.17
2025-02-12,Roseau,snapper,78.7,8.6
2025-02-12,Roseau,lobster,17.9,30.67
2025-02-12,Roseau,kingfish,54.0,12.53
2025-02-12,Roseau,mahi mahi,96.6,13.24
2025-02-12,Roseau,lionfish,12.8,6.26
2025-02-12,Roseau,tuna,103.3,13.12
2025-02-12,Saint John's,snapper,103.3,10.86
2025-02-12,Saint John's,lobster,31.0,29.94
2025-02-12,Saint John's,kingfish,53.5,11.33
2025-02-12,Saint John's,mahi mahi,68.7,13.52
2025-02-12,Saint John's,lionfish,13.5,5.71
2025-02-12,Saint John's,tuna,110.5,12.98
2025-02-13,Castries,snapper,38.2,7.46
2025-02-13,Castries,lobster,27.7,30.84
2025-02-13,Castries,kingfish,54.9,10.9
2025-02-13,Castries,mahi mahi,64.9,12.94
2025-02-13,Castries,lionfish,12.0,4.33
2025-02-13,Castries,tuna,102.1,14.59
2025-02-13,Soufriere,snapper,101.9,8.53
2025-02-13,Soufriere,lobster,35.7,29.54
2025-02-13,Soufriere,kingfish,63.4,11.28
2025-02-13,Soufriere,mahi mahi,79.6,11.23
2025-02-13,Soufriere,lionfish,10.9,4.17
2025-02-13,Soufriere,tuna,77.2,14.85
2025-02-13,Kingstown,snapper,104.2,8.66
2025-02-13,Kingstown,lobster,31.4,30.44
2025-02-13,Kingstown,kingfish,68.5,8.52
2025-02-13,Kingstown,mahi mahi,86.7,12.74
2025-02-13,Kingstown,lionfish,16.5,5.17
2025-02-13,Kingstown,tuna,114.0,15.55
2025-02-13,Saint George's,snapper,101.3,10.21
2025-02-13,Saint George's,lobster,27.1,30.63
2025-02-13,Saint George's,kingfish,72.9,11.96
2025-02-13,Saint George's,mahi mahi,93.8,10.89
2025-02-13,Saint George's,lionfish,12.4,7.36
2025-02-13,Saint George's,tuna,78.5,16.94
2025-02-13,Roseau,snapper,102.0,11.23
2025-02-13,Roseau,lobster,21.6,30.25
2025-02-13,Roseau,kingfish,72.8,11.9
2025-02-13,Roseau,mahi mahi,52.9,10.86
2025-02-13,Roseau,lionfish,14.8,4.73
2025-02-13,Roseau,tuna,116.8,13.07
2025-02-13,Saint John's,snapper,102.0,9.52
2025-02-13,Saint John's,lobster,20.6,28.81
2025-02-13,Saint John's,kingfish,67.5,11.8
2025-02-13,Saint John's,mahi mahi,95.7,11.37
2025-02-13,Saint John's,lionfish,8.8,5.45
2025-02-13,Saint John's,tuna,143.9,14.56
2025-02-14,Castries,snapper,140.3,7.53
2025-02-14,Castries,lobster,34.1,30.55
2025-02-14,Castries,kingfish,77.6,10.58
2025-02-14,Castries,mahi mahi,72.2,11.45
2025-02-14,Castries,lionfish,11.2,5.84
2025-02-14,Castries,tuna,95.4,15.03
2025-02-14,Soufriere,snapper,85.5,8.8
2025-02-14,Soufriere,lobster,20.0,29.6
2025-02-14,Soufriere,kingfish,45.8,11.99
2025-02-14,Soufriere,mahi mahi,49.4,13.15
2025-02-14,Soufriere,lionfish,11.7,6.46
2025-02-14,Soufriere,tuna,162.0,12.42
2025-02-14,Kingstown,snapper,78.1,10.81
2025-02-14,Kingstown,lobster,30.6,30.01
2025-02-14,Kingstown,kingfish,79.1,10.65
2025-02-14,Kingstown,mahi mahi,77.3,12.63
2025-02-14,Kingstown,lionfish,14.2,6.83
2025-02-14,Kingstown,tuna,71.4,13.4
2025-02-14,Saint George's,snapper,102.4,11.99
2025-02-14,Saint George's,lobster,33.1,28.45
2025-02-14,Saint George's,kingfish,40.8,9.38
2025-02-14,Saint George's,mahi mahi,62.9,13.14
2025-02-14,Saint George's,lionfish,9.6,6.08
2025-02-14,Saint George's,tuna,109.3,14.47
2025-02-14,Roseau,snapper,95.4,9.6
2025-02-14,Roseau,lobster,10.6,29.28
2025-02-14,Roseau,kingfish,64.6,10.97
2025-02-14,Roseau,mahi mahi,67.6,12.74
2025-02-14,Roseau,lionfish,11.1,5.42
2025-02-14,Roseau,tuna,132.8,13.28
2025-02-14,Saint John's,snapper,81.9,8.31
2025-02-14,Saint John's,lobster,28.3,30.24
2025-02-14,Saint John's,kingfish,69.0,11.84
2025-02-14,Saint John's,mahi mahi,79.0,12.19
2025-02-14,Saint John's,lionfish,15.1,6.28
2025-02-14,Saint John's,tuna,120.8,12.61
2025-02-15,Castries,snapper,90.2,9.56
2025-02-15,Castries,lobster,34.3,30.28
2025-02-15,Castries,kingfish,74.8,11.29
2025-02-15,Castries,mahi mahi,46.9,12.55
2025-02-15,Castries,lionfish,11.7,8.58
2025-02-15,Castries,tuna,117.1,15.45
2025-02-15,Soufriere,snapper,94.5,7.99
2025-02-15,Soufriere,lobster,21.9,30.75
2025-02-15,Soufriere,kingfish,65.3,11.78
2025-02-15,Soufriere,mahi mahi,66.0,12.79
2025-02-15,Soufriere,lionfish,12.1,8.18
2025-02-15,Soufriere,tuna,120.8,13.23
2025-02-15,Kingstown,snapper,76.6,9.26
2025-02-15,Kingstown,lobster,28.4,31.55
2025-02-15,Kingstown,kingfish,85.4,12.28
2025-02-15,Kingstown,mahi mahi,65.4,11.82
2025-02-15,Kingstown,lionfish,15.7,7.86
2025-02-15,Kingstown,tuna,107.4,15.6
2025-02-15,Saint George's,snapper,60.9,9.07
2025-02-15,Saint George's,lobster,35.3,28.92
2025-02-15,Saint George's,kingfish,54.1,11.14
2025-02-15,Saint George's,mahi mahi,76.0,13.63
2025-02-15,Saint George's,lionfish,11.8,6.87
2025-02-15,Saint George's,tuna,83.4,13.54
2025-02-15,Roseau,snapper,113.2,8.47
2025-02-15,Roseau,lobster,23.9,29.34
2025-02-15,Roseau,kingfish,49.6,10.23
2025-02-15,Roseau,mahi mahi,73.4,10.82
2025-02-15,Roseau,lionfish,11.1,6.93
2025-02-15,Roseau,tuna,142.8,13.37
2025-02-15,Saint John's,snapper,69.4,9.69
2025-02-15,Saint John's,lobster,29.8,30.53
2025-02-15,Saint John's,kingfish,55.8,12.14
2025-02-15,Saint John's,mahi mahi,76.9,9.55
2025-02-15,Saint John's,lionfish,8.7,6.1
2025-02-15,Saint John's,tuna,124.4,14.18
2025-02-16,Castries,snapper,75.1,6.41
2025-02-16,Castries,lobster,32.2,30.25
2025-02-16,Castries,kingfish,66.8,9.58
2025-02-16,Castries,mahi mahi,103.6,11.56
2025-02-16,Castries,lionfish,11.8,5.97
2025-02-16,Castries,tuna,104.3,13.59
2025-02-16,Soufriere,snapper,118.0,7.86
2025-02-16,Soufriere,lobster,26.7,30.65
2025-02-16,Soufriere,kingfish,70.9,11.28
2025-02-16,Soufriere,mahi mahi,89.5,12.17
2025-02-16,Soufriere,lionfish,12.0,6.06
2025-02-16,Soufriere,tuna,109.3,12.4
2025-02-16,Kingstown,snapper,100.2,8.81
2025-02-16,Kingstown,lobster,43.0,30.48
2025-02-16,Kingstown,kingfish,58.1,10.23
2025-02-16,Kingstown,mahi mahi,51.4,11.99
2025-02-16,Kingstown,lionfish,12.4,4.78
2025-02-16,Kingstown,tuna,132.2,15.71
2025-02-16,Saint George's,snapper,80.4,7.55
2025-02-16,Saint George's,lobster,38.3,28.54
2025-02-16,Saint George's,kingfish,59.6,11.25
2025-02-16,Saint George's,mahi mahi,86.6,11.6
2025-02-16,Saint George's,lionfish,14.8,6.38
2025-02-16,Saint George's,tuna,52.7,13.11
2025-02-16,Roseau,snapper,104.4,9.74
2025-02-16,Roseau,lobster,27.6,30.15
2025-02-16,Roseau,kingfish,52.6,11.64
2025-02-16,Roseau,mahi mahi,71.2,11.98
2025-02-16,Roseau,lionfish,10.7,5.69
2025-02-16,Roseau,tuna,66.4,15.42
2025-02-16,Saint John's,snapper,128.8,10.31
2025-02-16,Saint John's,lobster,22.0,29.76
2025-02-16,Saint John's,kingfish,64.5,8.49
2025-02-16,Saint John's,mahi mahi,65.1,12.57
2025-02-16,Saint John's,lionfish,11.1,6.72
2025-02-16,Saint John's,tuna,132.0,13.9
2025-02-17,Castries,snapper,102.3,10.6
2025-02-17,Castries,lobster,37.5,30.55
2025-02-17,Castries,kingfish,42.8,9.61
2025-02-17,Castries,mahi mahi,46.2,11.88
2025-02-17,Castries,lionfish,10.4,7.62
2025-02-17,Castries,tuna,72.2,15.68
2025-02-17,Soufriere,snapper,92.9,10.45
2025-02-17,Soufriere,lobster,34.2,31.18
2025-02-17,Soufriere,kingfish,56.4,11.69
2025-02-17,Soufriere,mahi mahi,83.0,12.66
2025-02-17,Soufriere,lionfish,8.7,6.1
2025-02-17,Soufriere,tuna,87.6,12.47
2025-02-17,Kingstown,snapper,88.6,8.82
2025-02-17,Kingstown,lobster,31.8,29.84
2025-02-17,Kingstown,kingfish,71.5,11.35
2025-02-17,Kingstown,mahi mahi,74.9,12.14
2025-02-17,Kingstown,lionfish,13.3,6.11
2025-02-17,Kingstown,tuna,109.5,15.19
2025-02-17,Saint George's,snapper,120.7,9.07
2025-02-17,Saint George's,lobster,35.4,30.45
2025-02-17,Saint George's,kingfish,41.9,12.35
2025-02-17,Saint George's,mahi mahi,58.2,14.26
2025-02-17,Saint George's,lionfish,9.8,6.16
2025-02-17,Saint George's,tuna,137.1,13.73
2025-02-17,Roseau,snapper,111.1,9.45
2025-02-17,Roseau,lobster,33.4,29.41
2025-02-17,Roseau,kingfish,73.1,11.18
2025-02-17,Roseau,mahi mahi,68.9,12.42
2025-02-17,Roseau,lionfish,7.4,5.22
2025-02-17,Roseau,tuna,91.5,12.95
2025-02-17,Saint John's,snapper,71.5,8.33
2025-02-17,Saint John's,lobster,39.4,33.04
2025-02-17,Saint John's,kingfish,52.6,12.27
2025-02-17,Saint John's,mahi mahi,89.3,13.12
2025-02-17,Saint John's,lionfish,8.0,5.12
2025-02-17,Saint John's,tuna,80.9,13.07
2025-02-18,Castries,snapper,94.7,8.69
2025-02-18,Castries,lobster,34.8,31.19
2025-02-18,Castries,kingfish,53.3,11.78
2025-02-18,Castries,mahi mahi,68.9,10.88
2025-02-18,Castries,lionfish,9.7,6.19
2025-02-18,Castries,tuna,112.7,14.93
2025-02-18,Soufriere,snapper,93.9,10.02
2025-02-18,Soufriere,lobster,34.0,31.73
2025-02-18,Soufriere,kingfish,39.3,12.98
2025-02-18,Soufriere,mahi mahi,80.2,12.8
2025-02-18,Soufriere,lionfish,14.7,6.31
2025-02-18,Soufriere,tuna,131.1,13.97
2025-02-18,Kingstown,snapper,119.8,9.99
2025-02-18,Kingstown,lobster,33.5,30.47
2025-02-18,Kingstown,kingfish,63.7,10.8
2025-02-18,Kingstown,mahi mahi,69.9,12.07
2025-02-18,Kingstown,lionfish,17.3,5.26
2025-02-18,Kingstown,tuna,100.8,14.78
2025-02-18,Saint George's,snapper,101.1,8.59
2025-02-18,Saint George's,lobster,34.1,30.33
2025-02-18,Saint George's,kingfish,73.2,11.47
2025-02-18,Saint George's,mahi mahi,66.1,12.51
2025-02-18,Saint George's,lionfish,15.9,6.13
2025-02-18,Saint George's,tuna,149.6,14.9
2025-02-18,Roseau,snapper,91.0,7.99
2025-02-18,Roseau,lobster,20.3,29.39
2025-02-18,Roseau,kingfish,51.4,11.0
2025-02-18,Roseau,mahi mahi,72.3,10.93
2025-02-18,Roseau,lionfish,14.3,6.88
2025-02-18,Roseau,tuna,113.2,15.05
2025-02-18,Saint John's,snapper,113.9,9.42
2025-02-18,Saint John's,lobster,28.6,29.87
2025-02-18,Saint John's,kingfish,65.3,12.75
2025-02-18,Saint John's,mahi mahi,68.6,11.33
2025-02-18,Saint John's,lionfish,14.3,5.22
2025-02-18,Saint John's,tuna,135.7,13.62
2025-02-19,Castries,snapper,60.8,9.85
2025-02-19,Castries,lobster,17.2,30.69
2025-02-19,Castries,kingfish,42.9,10.5
2025-02-19,Castries,mahi mahi,56.5,13.7
2025-02-19,Castries,lionfish,14.3,5.92
2025-02-19,Castries,tuna,96.3,12.8
2025-02-19,Soufriere,snapper,119.6,8.13
2025-02-19,Soufriere,lobster,25.1,32.1
2025-02-19,Soufriere,kingfish,61.4,10.49
2025-02-19,Soufriere,mahi mahi,68.5,13.05
2025-02-19,Soufriere,lionfish,8.9,6.47
2025-02-19,Soufriere,tuna,100.9,13.6
2025-02-19,Kingstown,snapper,100.1,8.45
2025-02-19,Kingstown,lobster,25.2,29.7
2025-02-19,Kingstown,kingfish,58.4,9.5
2025-02-19,Kingstown,mahi mahi,75.6,10.61
2025-02-19,Kingstown,lionfish,10.0,6.07
2025-02-19,Kingstown,tuna,106.1,15.48
2025-02-19,Saint George's,snapper,96.8,8.4
2025-02-19,Saint George's,lobster,36.0,29.12
2025-02-19,Saint George's,kingfish,56.0,11.05
2025-02-19,Saint George's,mahi mahi,71.5,11.25
2025-02-19,Saint George's,lionfish,11.6,6.25
2025-02-19,Saint George's,tuna,129.3,14.72
2025-02-19,Roseau,snapper,74.2,10.96
2025-02-19,Roseau,lobster,21.7,31.82
2025-02-19,Roseau,kingfish,63.0,10.28
2025-02-19,Roseau,mahi mahi,76.9,13.5
2025-02-19,Roseau,lionfish,9.4,6.07
2025-02-19,Roseau,tuna,109.9,13.42
2025-02-19,Saint John's,snapper,76.9,7.53
2025-02-19,Saint John's,lobster,25.3,29.39
2025-02-19,Saint John's,kingfish,68.1,11.34
2025-02-19,Saint John's,mahi mahi,55.2,11.55
2025-02-19,Saint John's,lionfish,11.2,5.96
2025-02-19,Saint John's,tuna,118.2,13.92
2025-02-20,Castries,snapper,96.1,10.25
2025-02-20,Castries,lobster,26.5,30.13
2025-02-20,Castries,kingfish,53.5,12.95
2025-02-20,Castries,mahi mahi,62.7,10.97
2025-02-20,Castries,lionfish,9.6,5.14
2025-02-20,Castries,tuna,104.2,14.03
2025-02-20,Soufriere,snapper,100.0,8.48
2025-02-20,Soufriere,lobster,36.1,31.62
2025-02-20,Soufriere,kingfish,71.2,12.15
2025-02-20,Soufriere,mahi mahi,88.5,10.3
2025-02-20,Soufriere,lionfish,6.1,6.27
2025-02-20,Soufriere,tuna,100.0,13.66
2025-02-20,Kingstown,snapper,69.1,8.66
2025-02-20,Kingstown,lobster,27.6,29.09
2025-02-20,Kingstown,kingfish,59.1,10.6
2025-02-20,Kingstown,mahi mahi,85.5,13.26
2025-02-20,Kingstown,lionfish,10.6,5.94
2025-02-20,Kingstown,tuna,108.7,13.46
2025-02-20,Saint George's,snapper,96.5,7.88
2025-02-20,Saint George's,lobster,46.7,30.73
2025-02-20,Saint George's,kingfish,66.4,10.82
2025-02-20,Saint George's,mahi mahi,80.8,10.81
2025-02-20,Saint George's,lionfish,12.4,3.77
2025-02-20,Saint George's,tuna,125.3,13.16
2025-02-20,Roseau,snapper,55.7,7.86
2025-02-20,Roseau,lobster,16.4,29.43
2025-02-20,Roseau,kingfish,68.1,11.2
2025-02-20,Roseau,mahi mahi,59.4,13.07
2025-02-20,Roseau,lionfish,7.9,5.01
2025-02-20,Roseau,tuna,75.2,13.94
2025-02-20,Saint John's,snapper,105.7,9.66
2025-02-20,Saint John's,lobster,40.0,29.27
2025-02-20,Saint John's,kingfish,62.0,10.62
2025-02-20,Saint John's,mahi mahi,63.8,12.15
2025-02-20,Saint John's,lionfish,13.5,5.36
2025-02-20,Saint John's,tuna,99.8,14.92
2025-02-21,Castries,snapper,99.9,8.69
2025-02-21,Castries,lobster,22.5,30.01
2025-02-21,Castries,kingfish,64.6,10.05
2025-02-21,Castries,mahi mahi,49.1,12.65
2025-02-21,Castries,lionfish,10.8,5.32
2025-02-21,Castries,tuna,101.3,13.4
2025-02-21,Soufriere,snapper,98.5,8.97
2025-02-21,Soufriere,lobster,28.3,29.15
2025-02-21,Soufriere,kingfish,100.5,12.33
2025-02-21,Soufriere,mahi mahi,91.2,10.61
2025-02-21,Soufriere,lionfish,15.1,5.91
2025-02-21,Soufriere,tuna,102.1,13.73
2025-02-21,Kingstown,snapper,83.7,8.33
2025-02-21,Kingstown,lobster,28.5,29.73
2025-02-21,Kingstown,kingfish,70.6,9.34
2025-02-21,Kingstown,mahi mahi,69.8,10.64
2025-02-21,Kingstown,lionfish,11.2,5.82
2025-02-21,Kingstown,tuna,98.1,13.16
2025-02-21,Saint George's,snapper,70.7,8.32
2025-02-21,Saint George's,lobster,27.5,31.34
2025-02-21,Saint George's,kingfish,65.4,11.7
2025-02-21,Saint George's,mahi mahi,67.8,12.21
2025-02-21,Saint George's,lionfish,11.3,6.65
2025-02-21,Saint George's,tuna,110.9,13.9
2025-02-21,Roseau,snapper,112.6,8.31
2025-02-21,Roseau,lobster,23.8,30.22
2025-02-21,Roseau,kingfish,85.2,11.73
2025-02-21,Roseau,mahi mahi,70.3,12.69
2025-02-21,Roseau,lionfish,11.8,6.75
2025-02-21,Roseau,tuna,109.4,14.79
2025-02-21,Saint John's,snapper,78.5,9.15
2025-02-21,Saint John's,lobster,29.8,31.96
2025-02-21,Saint John's,kingfish,49.3,11.14
2025-02-21,Saint John's,mahi mahi,80.8,12.1
2025-02-21,Saint John's,lionfish,8.2,5.96
2025-02-21,Saint John's,tuna,101.0,14.88
2025-02-22,Castries,snapper,90.0,9.56
2025-02-22,Castries,lobster,38.1,30.17
2025-02-22,Castries,kingfish,72.3,12.59
2025-02-22,Castries,mahi mahi,57.2,12.5
2025-02-22,Castries,lionfish,15.3,6.61
2025-02-22,Castries,tuna,147.5,14.23
2025-02-22,Soufriere,snapper,99.5,9.81
2025-02-22,Soufriere,lobster,36.1,30.15
2025-02-22,Soufriere,kingfish,58.7,9.84
2025-02-22,Soufriere,mahi mahi,78.9,13.29
2025-02-22,Soufriere,lionfish,10.8,6.47
2025-02-22,Soufriere,tuna,60.9,13.71
2025-02-22,Kingstown,snapper,113.5,8.22
2025-02-22,Kingstown,lobster,27.6,30.5
2025-02-22,Kingstown,kingfish,57.3,12.23
2025-02-22,Kingstown,mahi mahi,60.2,12.26
2025-02-22,Kingstown,lionfish,14.4,6.95
2025-02-22,Kingstown,tuna,114.5,12.97
2025-02-22,Saint George's,snapper,92.6,8.4
2025-02-22,Saint George's,lobster,27.1,30.64
2025-02-22,Saint George's,kingfish,64.4,10.61
2025-02-22,Saint George's,mahi mahi,93.8,13.28
2025-02-22,Saint George's,lionfish,10.3,4.77
2025-02-22,Saint George's,tuna,151.9,13.39
2025-02-22,Roseau,snapper,104.4,10.06
2025-02-22,Roseau,lobster,28.2,30.45
2025-02-22,Roseau,kingfish,62.6,11.86
2025-02-22,Roseau,mahi mahi,85.9,11.05
2025-02-22,Roseau,lionfish,13.3,4.62
2025-02-22,Roseau,tuna,115.6,14.01
2025-02-22,Saint John's,snapper,102.8,10.26
2025-02-22,Saint John's,lobster,33.6,28.38
2025-02-22,Saint John's,kingfish,40.6,11.77
2025-02-22,Saint John's,mahi mahi,94.6,12.18
2025-02-22,Saint John's,lionfish,10.6,6.14
2025-02-22,Saint John's,tuna,109.3,14.58
2025-02-23,Castries,snapper,72.8,8.43
2025-02-23,Castries,lobster,26.8,29.9
2025-02-23,Castries,kingfish,52.9,12.41
2025-02-23,Castries,mahi mahi,69.0,11.87
2025-02-23,Castries,lionfish,11.0,6.78
2025-02-23,Castries,tuna,95.4,12.98
2025-02-23,Soufriere,snapper,91.5,9.07
2025-02-23,Soufriere,lobster,26.7,29.9
2025-02-23,Soufriere,kingfish,60.7,10.71
2025-02-23,Soufriere,mahi mahi,90.9,12.58
2025-02-23,Soufriere,lionfish,12.2,5.97
2025-02-23,Soufriere,tuna,118.6,12.8
2025-02-23,Kingstown,snapper,135.9,9.03
2025-02-23,Kingstown,lobster,32.0,31.77
2025-02-23,Kingstown,kingfish,61.3,9.09
2025-02-23,Kingstown,mahi mahi,71.0,11.89
2025-02-23,Kingstown,lionfish,12.0,5.63
2025-02-23,Kingstown,tuna,111.5,15.45
2025-02-23,Saint George's,snapper,60.9,8.52
2025-02-23,Saint George's,lobster,25.8,29.03
2025-02-23,Saint George's,kingfish,52.6,12.6
2025-02-23,Saint George's,mahi mahi,101.3,13.13
2025-02-23,Saint George's,lionfish,17.0,6.49
2025-02-23,Saint George's,tuna,91.6,14.37
2025-02-23,Roseau,snapper,70.2,10.21
2025-02-23,Roseau,lobster,35.6,29.22
2025-02-23,Roseau,kingfish,69.6,10.94
2025-02-23,Roseau,mahi mahi,90.2,12.38
2025-02-23,Roseau,lionfish,14.8,5.95
2025-02-23,Roseau,tuna,116.2,14.47
2025-02-23,Saint John's,snapper,86.5,11.1
2025-02-23,Saint John's,lobster,35.5,29.62
2025-02-23,Saint John's,kingfish,37.3,9.76
2025-02-23,Saint John's,mahi mahi,50.6,10.72
2025-02-23,Saint John's,lionfish,8.5,6.89
2025-02-23,Saint John's,tuna,116.4,14.21
2025-02-24,Castries,snapper,86.2,9.74
