destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
Nassau,72,5,1,booking,243.05,0
Aruba,36,4,1,booking,407.77,0
San Juan,51,9,2,expedia,252.93,1
Castries,34,6,2,booking,261.45,0
Grand Cayman,5,3,1,booking,335.91,1
San Juan,25,1,1,booking,295.46,0
Grand Cayman,53,8,1,booking,387.24,0
Grand Cayman,45,4,1,agent,394.24,0
Providenciales,111,7,1,booking,355.0,0
Montego Bay,29,4,1,expedia,274.19,0
Bridgetown,32,2,1,agent,375.36,0
Castries,43,2,1,expedia,259.44,1
Nassau,100,1,2,booking,355.37,0
Nassau,5,5,2,booking,325.4,0
San Juan,88,6,1,direct,244.8,0
Grand Cayman,90,4,2,direct,392.96,0
San Juan,22,3,3,booking,268.13,0
Bridgetown,140,2,3,agent,258.89,0
San Juan,39,6,4,direct,229.36,0
San Juan,54,3,2,booking,277.11,0
Providenciales,26,4,1,agent,445.07,0
Montego Bay,13,2,2,direct,295.5,0
Aruba,17,7,2,direct,279.67,0
Punta Cana,95,2,1,agent,226.73,0
Punta Cana,1,4,2,direct,169.29,0
Negril,12,8,1,booking,200.37,0
San Juan,34,3,2,booking,155.88,1
Montego Bay,7,3,1,booking,253.57,0
Negril,53,6,1,expedia,149.62,1
Castries,49,6,1,direct,212.28,0
Providenciales,175,5,1,agent,448.33,1
Montego Bay,22,4,1,booking,213.51,0
Grand Cayman,96,5,2,booking,373.53,1
Montego Bay,103,4,2,booking,161.23,0
Bridgetown,62,5,3,expedia,290.01,0
Nassau,43,5,1,booking,343.85,1
San Juan,34,5,1,direct,248.41,1
Castries,138,6,2,expedia,234.33,0
Punta Cana,60,7,1,booking,229.31,0
Providenciales,7,2,1,expedia,371.99,0
Nassau,16,6,2,agent,284.33,0
Nassau,186,5,1,expedia,226.6,1
Bridgetown,96,6,3,booking,220.89,1
Castries,25,2,3,booking,152.01,0
Castries,22,6,3,agent,322.41,0
Providenciales,156,6,3,booking,338.69,1
Nassau,43,6,1,booking,281.15,0
Castries,68,4,2,direct,266.37,0
Bridgetown,27,5,3,booking,246.68,0
Castries,36,6,2,expedia,246.73,0
Montego Bay,17,7,2,booking,219.12,0
Castries,27,2,1,booking,205.55,0
Aruba,23,4,2,expedia,331.78,1
Punta Cana,35,3,1,direct,233.78,1
Punta Cana,67,1,2,expedia,227.63,0
Grand Cayman,28,4,2,booking,379.54,0
Bridgetown,66,5,1,agent,311.13,0
Bridgetown,54,3,3,booking,292.42,0
Punta Cana,20,8,1,agent,213.88,0
San Juan,25,3,2,agent,246.73,0
San Juan,11,5,2,direct,257.32,0
Grand Cayman,78,1,3,expedia,448.93,0
Bridgetown,159,6,1,booking,293.17,1
Punta Cana,45,4,2,expedia,140.45,0
Negril,57,7,2,agent,202.83,0
Aruba,15,3,2,agent,332.05,1
San Juan,49,2,1,booking,207.43,0
Nassau,70,5,2,expedia,238.02,0
Castries,30,6,4,booking,229.78,0
Aruba,25,5,3,agent,339.06,0
San Juan,65,7,1,direct,180.09,1
Grand Cayman,45,6,2,booking,288.19,0
Negril,37,5,3,agent,191.96,0
Bridgetown,95,3,3,expedia,299.73,0
Aruba,22,4,3,booking,328.9,0
Aruba,27,1,1,expedia,316.45,0
Castries,45,5,1,booking,291.45,1
Grand Cayman,56,11,4,expedia,308.18,0
Aruba,49,1,1,direct,228.54,0
Negril,81,1,1,expedia,170.14,0
San Juan,9,1,3,booking,212.35,1
Punta Cana,14,6,1,booking,189.22,0
Punta Cana,71,5,1,direct,166.4,0
Punta Cana,61,4,1,direct,182.84,0
Montego Bay,48,5,4,expedia,188.02,0
Grand Cayman,39,4,3,booking,404.58,0
Providenciales,9,6,2,expedia,344.53,0
Punta Cana,65,2,2,direct,116.5,0
Punta Cana,43,5,3,expedia,232.45,1
Providenciales,18,9,1,booking,465.38,1
Aruba,82,4,1,booking,306.34,0
Aruba,189,4,4,expedia,324.53,1
Punta Cana,16,7,1,expedia,146.81,0
Providenciales,58,2,1,direct,330.8,0
Providenciales,261,2,1,agent,377.09,1
Punta Cana,50,3,2,agent,251.24,0
Nassau,30,5,3,direct,251.87,0
Castries,29,3,4,agent,227.78,1
Aruba,30,3,3,agent,338.38,0
Montego Bay,9,5,1,booking,224.72,0
Nassau,24,8,4,expedia,226.38,1
Nassau,39,8,2,agent,291.25,0
Negril,21,5,2,booking,268.83,1
Castries,79,3,1,booking,232.39,0
Negril,69,5,4,direct,152.97,0
Negril,73,6,1,booking,113.17,0
Grand Cayman,138,2,3,direct,292.63,0
Nassau,15,3,1,booking,300.18,1
Providenciales,71,6,5,booking,264.43,0
Montego Bay,136,5,3,agent,175.25,0
San Juan,125,4,1,direct,263.5,0
Providenciales,81,5,4,booking,365.41,1
Punta Cana,99,3,3,direct,209.64,0
Aruba,50,6,2,booking,335.88,0
San Juan,7,7,3,booking,299.11,1
Negril,103,5,3,booking,211.26,0
Punta Cana,27,4,1,booking,120.45,0
Castries,50,2,3,direct,175.74,0
Negril,63,4,3,expedia,257.58,0
Punta Cana,35,3,2,booking,161.24,1
Bridgetown,113,7,1,booking,261.66,0
San Juan,29,5,2,direct,178.29,0
Bridgetown,16,5,1,direct,259.86,0
Providenciales,44,7,3,direct,344.69,1
Punta Cana,25,5,2,agent,146.58,0
Punta Cana,21,1,3,expedia,208.83,0
Providenciales,21,4,1,direct,397.05,0
Grand Cayman,48,3,1,expedia,413.11,0
Nassau,19,2,3,booking,329.53,1
Nassau,151,5,1,expedia,234.41,1
Grand Cayman,27,4,1,booking,379.03,1
Providenciales,57,1,1,direct,387.14,0
Negril,122,7,1,direct,161.73,0
Aruba,38,7,2,booking,302.45,1
Providenciales,37,6,3,booking,368.27,0
Montego Bay,22,3,1,agent,344.81,0
San Juan,28,5,3,agent,280.3,0
Montego Bay,44,2,1,direct,143.41,0
Negril,73,5,1,direct,198.21,0
Castries,104,6,1,agent,254.51,0
San Juan,42,4,1,direct,315.26,0
Bridgetown,115,4,1,expedia,243.56,1
Castries,12,4,4,expedia,257.27,0
Bridgetown,50,3,1,direct,270.36,1
Bridgetown,7,7,5,booking,277.52,0
Negril,97,5,2,direct,216.89,0
Negril,113,5,5,booking,218.51,0
Punta Cana,70,6,3,direct,252.04,0
Montego Bay,21,4,1,booking,197.76,1
San Juan,44,5,2,booking,217.15,0
Negril,13,5,1,expedia,230.71,1
San Juan,48,3,2,booking,224.58,0
Aruba,25,3,1,direct,305.05,0
Castries,41,3,1,booking,279.41,0
Castries,99,6,3,booking,333.14,0
Bridgetown,94,6,3,direct,272.41,0
Castries,12,5,2,booking,266.52,0
Nassau,55,6,1,agent,318.87,0
Aruba,27,4,2,direct,315.67,0
Castries,53,4,2,expedia,292.77,0
Grand Cayman,49,4,2,expedia,409.29,0
Nassau,26,1,2,direct,333.85,1
Negril,109,5,3,booking,143.23,1
Montego Bay,67,2,1,expedia,109.04,0
Grand Cayman,71,1,3,direct,395.47,0
Punta Cana,46,8,3,booking,205.59,1
Aruba,59,3,4,direct,260.96,0
Punta Cana,34,7,3,direct,187.77,0
Punta Cana,14,6,1,agent,169.43,0
San Juan,59,6,2,booking,252.6,1
Castries,156,7,3,agent,314.88,0
Bridgetown,56,2,1,direct,226.99,0
Punta Cana,82,4,2,agent,222.43,0
Grand Cayman,39,2,4,agent,352.22,0
Punta Cana,113,2,1,booking,238.85,1
Bridgetown,41,4,3,agent,314.92,0
Montego Bay,109,5,4,agent,209.28,0
Bridgetown,27,5,2,booking,277.35,0
Nassau,14,3,1,direct,296.38,0
Nassau,69,5,1,booking,293.26,0
Bridgetown,65,5,2,booking,298.5,0
Bridgetown,22,5,4,direct,260.55,0
Providenciales,45,1,2,expedia,303.12,0
Aruba,53,4,1,expedia,307.35,0
Grand Cayman,33,2,2,booking,391.56,1
Providenciales,83,1,1,direct,337.39,0
Grand Cayman,55,3,2,agent,376.32,1
Nassau,31,5,2,booking,296.26,0
Providenciales,68,5,2,booking,388.13,0
Providenciales,59,3,2,agent,331.41,0
San Juan,84,4,2,agent,216.77,0
Punta Cana,87,7,2,booking,264.07,0
Punta Cana,13,5,1,direct,201.74,0
Aruba,60,12,1,direct,331.37,0
Nassau,40,6,1,booking,305.86,0
Montego Bay,145,2,3,expedia,215.03,0
Bridgetown,109,4,2,booking,264.21,0
San Juan,32,5,1,booking,258.41,0
Nassau,37,1,2,expedia,274.24,0
Negril,68,10,3,expedia,256.87,1
Nassau,9,5,3,agent,327.79,0
Castries,36,4,3,booking,265.9,0
San Juan,68,8,2,direct,276.88,0
Providenciales,100,2,2,direct,324.28,0
Montego Bay,32,5,1,booking,167.51,1
Castries,61,4,4,booking,206.67,0
Castries,70,3,2,direct,230.75,1
Nassau,16,7,2,direct,264.13,0
Montego Bay,77,4,2,booking,190.03,0
San Juan,62,4,2,booking,207.72,0
Grand Cayman,48,10,1,booking,398.87,0
San Juan,89,8,3,expedia,241.06,0
Providenciales,94,7,2,expedia,408.52,0
Montego Bay,22,8,1,agent,244.18,0
San Juan,127,5,2,direct,165.29,0
Negril,146,4,3,direct,172.74,0
Grand Cayman,15,2,1,agent,445.53,0
Castries,68,3,1,booking,256.08,1
San Juan,112,7,2,expedia,188.72,1
San Juan,29,5,2,agent,302.27,0
Grand Cayman,90,1,1,booking,414.96,0
Castries,96,7,2,booking,271.42,1
Negril,117,5,1,booking,219.29,0
Aruba,59,6,2,booking,336.36,0
Aruba,19,5,1,booking,308.11,0
Providenciales,31,4,1,direct,370.8,0
Aruba,18,2,1,booking,282.69,1
Bridgetown,48,2,1,direct,221.01,0
Negril,34,5,2,booking,177.44,0
Providenciales,18,5,1,direct,392.06,0
Montego Bay,5,4,2,booking,211.44,0
Nassau,55,7,1,direct,322.71,1
Grand Cayman,52,3,1,expedia,415.33,0
Nassau,79,6,2,agent,245.12,0
Punta Cana,41,5,1,direct,210.05,0
Nassau,28,3,3,booking,314.14,0
Grand Cayman,41,4,1,booking,367.54,0
Montego Bay,35,4,1,booking,175.81,0
Montego Bay,67,5,2,direct,206.75,0
Providenciales,164,3,3,expedia,422.12,1
San Juan,16,1,1,direct,248.03,0
Bridgetown,48,5,1,booking,232.55,1
Aruba,61,3,4,direct,344.9,0
Negril,47,9,2,booking,128.5,0
San Juan,68,10,2,booking,218.35,1
Negril,144,1,2,direct,179.26,0
Montego Bay,12,4,2,expedia,204.85,0
Nassau,25,4,2,booking,336.03,0
Castries,33,5,1,agent,246.34,0
Nassau,44,2,3,direct,390.59,0
San Juan,84,8,2,agent,287.74,0
Negril,88,5,4,booking,151.78,1
Nassau,99,5,1,direct,302.6,0
Providenciales,84,4,2,expedia,312.05,0
Negril,29,5,1,booking,192.39,1
Nassau,41,5,3,booking,283.6,0
Nassau,23,7,2,booking,235.95,1
Providenciales,176,4,2,direct,333.29,0
Bridgetown,74,8,2,agent,252.32,1
Grand Cayman,58,3,4,agent,388.41,0
Providenciales,76,4,3,booking,407.99,0
Bridgetown,138,8,2,booking,195.83,0
Castries,55,6,2,booking,207.28,0
Punta Cana,60,7,3,direct,153.23,0
Aruba,13,6,1,booking,308.27,1
Aruba,12,5,2,expedia,301.56,1
Nassau,85,4,2,booking,346.16,0
Punta Cana,20,6,3,booking,183.79,0
Aruba,88,2,2,expedia,276.72,0
Punta Cana,137,1,1,expedia,161.69,1
Providenciales,15,1,1,booking,299.73,0
Negril,34,3,2,expedia,169.4,1
Providenciales,91,4,1,direct,363.02,1
Castries,15,6,4,direct,343.9,0
San Juan,13,2,1,expedia,209.05,1
Grand Cayman,35,4,2,agent,367.64,0
Castries,56,5,3,booking,276.83,0
Montego Bay,21,4,1,direct,209.79,0
Punta Cana,41,3,2,expedia,183.43,0
Castries,26,4,2,expedia,205.09,1
Aruba,49,4,1,agent,345.91,0
Aruba,103,5,1,booking,347.95,1
San Juan,14,4,3,booking,255.01,0
Castries,8,5,2,direct,286.03,0
Punta Cana,13,4,3,agent,224.88,0
Punta Cana,9,7,2,booking,193.19,0
Providenciales,76,2,1,expedia,401.89,1
Providenciales,51,6,1,expedia,324.06,1
Bridgetown,58,2,3,direct,214.67,0
Bridgetown,101,2,2,expedia,237.22,1
Castries,9,6,2,booking,254.57,0
Grand Cayman,28,1,3,expedia,425.48,0
Montego Bay,5,7,2,direct,255.29,0
Castries,53,6,1,direct,182.22,0
Bridgetown,76,1,2,expedia,348.83,0
Bridgetown,39,1,1,direct,319.96,0
Providenciales,54,9,4,agent,399.65,0
Aruba,34,4,3,booking,403.99,0
Montego Bay,34,5,2,agent,176.07,0
Providenciales,13,4,3,direct,328.81,0
Punta Cana,16,5,1,booking,177.89,0
Grand Cayman,105,5,2,booking,440.74,0
Negril,46,3,1,booking,177.27,1
Bridgetown,125,6,2,booking,289.79,1
Bridgetown,14,7,2,booking,252.52,0
Punta Cana,7,6,3,agent,155.21,0
San Juan,19,7,3,booking,256.96,0
Providenciales,142,4,2,booking,344.41,0
Aruba,47,6,2,booking,327.49,0
Bridgetown,127,5,1,agent,335.18,1
Aruba,23,4,3,booking,299.0,0
Negril,60,3,3,booking,117.46,0
Montego Bay,62,4,3,expedia,195.08,0
San Juan,18,2,3,expedia,265.62,0
Bridgetown,21,6,3,booking,218.93,0
Negril,41,2,3,expedia,246.96,1
Punta Cana,141,4,1,booking,192.89,0
Grand Cayman,36,1,3,expedia,351.92,0
Negril,166,5,1,booking,245.52,1
Negril,48,2,2,booking,184.76,0
San Juan,100,7,2,booking,227.15,0
Grand Cayman,29,8,3,booking,319.37,0
Montego Bay,53,5,1,booking,189.15,0
Providenciales,84,3,3,booking,405.9,0
Grand Cayman,41,6,2,agent,433.27,0
San Juan,33,3,1,agent,183.82,0
Montego Bay,112,5,1,direct,225.37,0
Nassau,23,2,1,direct,315.83,0
Aruba,67,1,1,booking,250.42,0
Bridgetown,17,2,4,booking,365.1,0
Providenciales,34,8,1,booking,408.38,0
Nassau,60,5,2,direct,275.99,0
San Juan,159,5,3,expedia,182.13,0
Grand Cayman,98,3,1,direct,392.13,0
Negril,182,6,1,agent,215.28,1
Aruba,28,6,1,booking,400.43,1
Castries,67,4,1,direct,280.39,1
Montego Bay,21,1,1,direct,256.12,0
Aruba,33,5,1,expedia,339.5,0
Punta Cana,32,4,1,direct,92.2,0
Nassau,22,4,3,agent,394.48,0
Providenciales,129,4,3,expedia,369.99,0
Grand Cayman,10,3,1,booking,378.17,0
Negril,57,4,2,direct,159.84,0
Nassau,21,4,2,booking,281.85,0
Nassau,133,5,2,booking,349.18,0
Negril,50,4,2,agent,187.56,1
San Juan,39,4,2,booking,282.46,0
Castries,62,4,2,direct,320.41,0
Nassau,99,6,1,expedia,284.94,0
Nassau,49,4,3,expedia,315.8,0
Providenciales,10,4,3,agent,352.31,0
Aruba,38,1,2,booking,262.36,0
Aruba,94,6,1,expedia,300.89,1
Negril,67,4,3,expedia,177.42,0
San Juan,42,4,1,expedia,192.51,0
Providenciales,18,2,1,booking,362.06,0
Bridgetown,27,5,2,direct,328.35,1
Punta Cana,176,5,2,direct,162.22,0
Montego Bay,49,9,1,booking,245.5,0
Bridgetown,29,2,2,direct,275.94,0
Bridgetown,46,9,1,direct,262.94,0
Nassau,38,3,2,booking,331.74,0
Grand Cayman,42,2,1,direct,366.95,0
Negril,130,3,2,expedia,225.9,0
Punta Cana,13,5,2,direct,188.45,0
Castries,45,6,1,expedia,286.03,1
Negril,13,3,2,booking,283.21,0
Punta Cana,155,4,2,expedia,159.04,0
Aruba,72,5,3,direct,335.17,0
Nassau,113,6,3,agent,219.78,1
Montego Bay,54,4,1,agent,287.74,0
Punta Cana,32,3,1,direct,142.63,0
Nassau,16,1,1,booking,326.6,1
Bridgetown,119,5,3,direct,345.45,1
Grand Cayman,18,5,2,expedia,458.81,0
Providenciales,41,5,1,direct,354.64,0
Nassau,28,1,1,agent,266.48,0
Grand Cayman,184,6,2,expedia,401.35,0
Montego Bay,128,6,4,direct,234.5,0
Providenciales,52,4,1,agent,353.12,0
San Juan,19,7,2,direct,212.11,0
Grand Cayman,3,4,2,expedia,310.52,0
Negril,17,5,4,agent,196.14,0
Providenciales,22,4,2,expedia,390.08,1
Aruba,39,7,3,expedia,300.72,0
Providenciales,90,5,2,direct,312.48,0
San Juan,49,3,2,booking,298.95,0
Punta Cana,21,3,2,agent,158.54,0
Montego Bay,44,5,4,agent,277.07,0
Negril,103,5,1,agent,170.29,1
Punta Cana,47,3,2,agent,122.89,0
Grand Cayman,73,4,1,agent,324.53,0
Providenciales,9,6,1,booking,325.32,0
Punta Cana,110,5,3,booking,136.49,1
Providenciales,49,4,1,direct,384.98,0
Bridgetown,19,5,2,booking,226.78,0
Montego Bay,145,6,1,booking,228.03,0
Punta Cana,45,7,2,direct,108.42,0
Montego Bay,239,1,4,booking,153.58,0
Bridgetown,181,1,2,direct,300.58,1
San Juan,5,4,1,booking,317.48,0
San Juan,37,2,3,expedia,233.02,0
Aruba,128,1,5,booking,370.58,0
Castries,108,5,2,direct,246.01,0
Punta Cana,32,8,1,booking,174.55,0
Aruba,11,5,1,direct,271.3,0
Nassau,135,5,3,direct,297.14,1
Grand Cayman,70,3,3,agent,375.62,0
Negril,24,5,1,expedia,187.8,0
Bridgetown,27,4,1,direct,322.64,0
Bridgetown,34,3,3,expedia,279.69,1
Providenciales,23,6,2,direct,345.67,0
Grand Cayman,87,5,1,direct,289.87,1
Negril,12,4,1,direct,214.55,0
Aruba,18,5,2,booking,338.44,0
Montego Bay,58,7,1,booking,254.33,1
Negril,76,4,1,booking,177.6,0
Castries,34,4,2,expedia,247.13,0
Aruba,23,5,2,expedia,347.57,0
Bridgetown,93,3,1,booking,271.53,1
San Juan,61,4,3,direct,271.2,0
Aruba,58,7,1,direct,395.82,0
Aruba,162,5,1,booking,374.54,1
Bridgetown,97,4,3,booking,333.58,1
Castries,32,3,1,booking,299.11,0
Aruba,4,5,3,booking,303.63,0
Providenciales,64,3,2,direct,389.22,0
San Juan,50,9,3,direct,232.01,0
Grand Cayman,51,4,1,booking,339.07,0
Grand Cayman,37,2,3,expedia,347.07,0
San Juan,60,4,2,expedia,218.0,0
Negril,47,1,2,booking,128.86,0
Aruba,42,9,1,direct,310.34,0
Negril,32,2,3,agent,188.36,0
Aruba,80,6,2,agent,305.15,0
Aruba,22,1,1,direct,324.57,0
Nassau,168,5,1,booking,257.96,0
San Juan,78,3,2,booking,222.37,0
Castries,26,4,1,expedia,323.8,1
Nassau,110,4,1,booking,288.49,0
Grand Cayman,11,7,1,booking,384.44,0
Punta Cana,42,5,2,direct,242.88,0
Montego Bay,17,5,2,agent,224.9,0
San Juan,125,4,2,booking,183.02,1
Bridgetown,1,2,2,direct,322.63,0
Montego Bay,99,4,2,expedia,209.25,0
Montego Bay,40,5,2,expedia,211.96,0
Nassau,134,2,1,booking,227.88,1
Aruba,82,7,2,direct,330.54,1
Punta Cana,50,5,3,booking,188.65,0
Castries,48,4,1,booking,269.09,0
Bridgetown,32,3,2,booking,308.67,1
Castries,52,6,1,direct,279.23,0
Montego Bay,18,4,2,direct,254.79,0
Punta Cana,16,4,1,agent,200.89,0
Aruba,106,2,1,booking,325.26,1
Punta Cana,79,4,3,direct,198.26,0
Montego Bay,53,5,3,expedia,204.28,0
Nassau,75,6,2,booking,270.5,0
Aruba,10,7,3,expedia,339.45,0
Nassau,38,3,2,booking,300.33,0
San Juan,10,2,3,agent,246.05,0
San Juan,77,6,2,booking,271.23,0
Grand Cayman,37,4,2,booking,413.86,0
Punta Cana,55,6,1,expedia,222.22,0
Punta Cana,32,6,3,direct,215.95,0
Grand Cayman,54,3,1,expedia,378.5,0
Castries,61,4,2,booking,276.1,0
San Juan,75,2,2,expedia,151.84,0
Bridgetown,33,4,2,direct,341.03,0
Castries,108,7,1,booking,158.61,0
Negril,14,2,1,agent,237.39,0
Nassau,97,8,2,direct,250.67,1
Nassau,64,2,1,direct,300.22,0
Providenciales,186,3,1,direct,309.44,0
Grand Cayman,14,4,1,direct,389.56,0
Montego Bay,29,8,2,expedia,216.99,1
Castries,123,2,1,booking,240.84,1
Bridgetown,19,6,1,booking,340.39,0
Nassau,98,5,1,direct,307.82,0
San Juan,23,4,2,booking,192.6,0
Aruba,75,5,1,expedia,293.08,1
Castries,17,5,2,booking,265.18,0
Providenciales,34,7,2,direct,384.07,0
Montego Bay,38,5,1,expedia,190.84,0
Providenciales,2,3,1,booking,363.54,0
Montego Bay,162,3,2,agent,153.89,0
Punta Cana,64,3,1,direct,145.93,0
Castries,26,7,2,booking,228.57,0
San Juan,176,4,3,expedia,305.33,0
Nassau,44,1,2,direct,198.06,0
Punta Cana,95,7,3,direct,308.14,1
Aruba,21,2,1,direct,406.72,0
Aruba,49,2,2,direct,318.03,0
Grand Cayman,211,6,1,booking,403.74,0
Montego Bay,60,5,2,booking,205.86,0
Bridgetown,47,4,3,direct,237.95,0
Bridgetown,35,5,2,expedia,245.59,0
San Juan,23,4,3,booking,244.82,0
Montego Bay,23,5,1,direct,218.46,0
Aruba,22,1,4,direct,281.15,0
Montego Bay,107,5,1,booking,221.74,1
Aruba,25,1,4,direct,317.31,0
Castries,166,7,1,expedia,263.97,0
Providenciales,22,5,2,expedia,364.91,0
San Juan,12,6,1,expedia,268.29,1
San Juan,106,7,1,expedia,188.69,0
Bridgetown,152,1,3,direct,278.42,0
Montego Bay,94,5,1,direct,206.89,0
Nassau,94,2,2,expedia,236.7,0
Grand Cayman,64,5,1,direct,344.23,0
Providenciales,100,3,2,expedia,350.32,1
Montego Bay,15,4,2,booking,273.89,1
San Juan,4,6,1,booking,289.68,1
Aruba,72,1,3,booking,378.76,0
Punta Cana,56,3,5,booking,219.35,1
Montego Bay,42,5,4,expedia,279.27,0
Grand Cayman,46,1,1,direct,324.51,0
Bridgetown,86,1,1,direct,237.88,1
Aruba,87,7,1,agent,360.04,0
Castries,73,6,1,booking,331.84,0
Aruba,68,3,2,booking,284.61,1
Punta Cana,101,4,3,direct,193.95,0
Negril,5,2,2,booking,234.53,0
Grand Cayman,42,7,3,direct,307.74,0
Castries,66,5,2,booking,303.64,0
Punta Cana,1,3,3,direct,151.62,0
Bridgetown,109,2,1,booking,322.36,1
Castries,11,3,4,agent,166.35,0
Castries,25,7,4,expedia,244.4,0
Nassau,28,4,1,expedia,322.32,0
Aruba,23,8,1,agent,321.35,0
Punta Cana,65,6,3,booking,184.44,0
Punta Cana,31,3,2,direct,236.92,0
Aruba,103,6,3,expedia,290.73,0
Punta Cana,46,5,2,booking,196.68,0
Aruba,66,4,3,direct,299.21,0
Montego Bay,77,3,1,booking,269.55,0
Negril,53,3,2,direct,205.46,0
Bridgetown,23,7,2,booking,276.81,0
Nassau,88,2,1,booking,267.36,1
Castries,26,1,1,direct,250.81,0
Punta Cana,65,4,2,agent,223.86,0
Aruba,24,2,4,booking,296.93,0
Montego Bay,29,6,1,expedia,260.45,1
Montego Bay,32,2,2,booking,136.02,0
Castries,88,2,2,booking,177.52,0
San Juan,81,6,1,booking,276.22,1
Castries,80,2,2,booking,243.28,0
Aruba,102,6,1,expedia,348.91,1
Providenciales,136,10,2,booking,433.41,0
Negril,48,9,2,booking,222.6,0
Punta Cana,192,2,2,booking,164.87,0
Bridgetown,21,4,4,direct,281.68,0
Grand Cayman,127,3,3,booking,355.83,1
Aruba,29,7,2,agent,248.84,0
Aruba,55,3,1,direct,402.78,0
Montego Bay,20,6,2,direct,287.92,0
Castries,29,2,2,booking,280.61,0
Nassau,73,2,2,booking,279.02,1
Grand Cayman,47,5,2,booking,456.36,0
Negril,60,4,1,expedia,210.44,1
Castries,112,6,1,booking,239.99,1
Aruba,41,1,2,expedia,279.51,0
Nassau,6,3,2,direct,297.53,0
Montego Bay,53,8,4,booking,239.28,0
Providenciales,159,4,2,booking,370.21,0
Punta Cana,46,3,2,direct,166.62,0
Nassau,42,5,2,booking,367.63,0
Aruba,31,4,1,direct,337.46,0
Negril,15,6,1,direct,181.35,0
Nassau,157,6,1,agent,293.34,0
Punta Cana,180,1,2,booking,185.44,0
Nassau,46,1,3,expedia,300.41,0
Aruba,98,6,3,direct,311.21,0
San Juan,67,6,2,booking,303.95,0
San Juan,27,6,1,direct,285.85,0
San Juan,92,2,3,agent,255.1,0
Negril,46,1,1,agent,210.83,0
Grand Cayman,42,6,2,booking,340.69,1
Punta Cana,5,4,2,direct,120.01,0
Aruba,71,7,3,agent,326.11,0
Montego Bay,105,4,2,booking,208.84,0
San Juan,93,5,2,expedia,199.22,0
Nassau,18,5,1,agent,346.96,0
Punta Cana,49,3,3,expedia,131.22,0
Nassau,145,4,3,expedia,284.62,0
Aruba,93,3,3,direct,310.19,0
Providenciales,44,5,3,booking,336.63,1
Providenciales,42,7,1,agent,388.2,0
Castries,79,1,2,booking,262.02,0
Nassau,81,8,2,booking,271.2,0
San Juan,111,5,3,direct,127.31,0
Castries,150,2,1,direct,304.16,1
Castries,166,3,2,booking,268.7,1
Negril,197,4,2,direct,141.49,0
Castries,38,5,4,booking,275.9,0
Aruba,17,2,2,booking,276.27,0
Nassau,53,6,2,booking,226.63,0
Aruba,13,5,1,expedia,381.66,0
Bridgetown,23,5,3,booking,253.28,0
Negril,34,5,1,direct,172.7,0
Punta Cana,193,8,2,booking,177.63,0
Grand Cayman,23,3,2,booking,347.28,1
San Juan,30,5,2,direct,202.91,0
Montego Bay,46,7,1,expedia,218.05,0
Providenciales,98,3,2,booking,338.69,1
Negril,26,7,1,expedia,191.04,0
San Juan,109,5,2,booking,243.8,0
Punta Cana,96,5,2,agent,222.82,1
Grand Cayman,28,3,2,direct,412.49,0
Negril,8,6,2,booking,198.07,0
Grand Cayman,40,4,2,direct,422.97,0
Bridgetown,149,6,4,direct,278.97,1
Bridgetown,137,4,3,direct,254.17,1
Castries,35,2,2,booking,299.68,0
Nassau,72,2,2,direct,368.94,0
Nassau,24,1,1,booking,301.15,0
Montego Bay,83,2,2,agent,248.15,0
Castries,60,1,2,expedia,247.96,0
Punta Cana,40,6,2,expedia,137.51,0
Castries,18,3,1,direct,267.77,0
Montego Bay,63,3,4,direct,261.84,0
Aruba,85,5,1,expedia,301.23,0
Nassau,112,3,2,direct,290.87,0
Punta Cana,46,5,3,direct,89.03,0
Aruba,33,6,3,direct,311.66,0
Grand Cayman,53,4,3,booking,434.98,0
Nassau,45,5,3,booking,249.98,0
Castries,19,5,1,direct,261.76,0
Montego Bay,25,2,3,direct,245.16,0
Nassau,16,4,1,direct,362.61,0
Negril,37,6,2,agent,216.73,0
Punta Cana,27,5,3,direct,146.33,0
Grand Cayman,78,5,1,booking,432.87,0
Aruba,100,5,1,booking,353.69,0
Nassau,107,1,1,expedia,356.82,0
Aruba,73,5,1,expedia,289.0,0
San Juan,116,6,1,booking,274.09,0
Grand Cayman,58,6,2,booking,327.52,0
San Juan,114,3,2,direct,215.76,0
San Juan,71,4,3,booking,263.57,0
Montego Bay,15,4,2,booking,320.89,0
Aruba,15,5,1,booking,361.6,0
Punta Cana,62,5,3,booking,169.25,0
Montego Bay,32,2,2,agent,282.68,0
Aruba,46,6,2,direct,273.74,0
Providenciales,99,7,2,booking,351.21,1
San Juan,15,1,2,expedia,256.89,0
Montego Bay,85,8,1,direct,181.3,0
Grand Cayman,34,1,2,direct,285.81,0
Bridgetown,131,3,2,booking,281.95,0
San Juan,4,2,1,booking,197.84,0
Montego Bay,31,9,1,expedia,155.69,0
Punta Cana,43,8,1,booking,164.24,1
Grand Cayman,8,3,1,direct,418.95,0
Montego Bay,78,3,2,booking,192.63,0
Castries,62,6,3,booking,226.5,1
San Juan,76,5,1,agent,198.54,0
Castries,85,1,1,direct,318.81,0
Montego Bay,136,4,3,direct,212.44,0
Bridgetown,17,4,1,booking,310.12,0
Grand Cayman,65,5,2,booking,396.37,0
Nassau,48,5,4,booking,327.13,0
Negril,57,3,1,expedia,176.04,0
